"","X","id","load_entry_id","file_descriptor","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_il_6m","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount"
"413254",413254,3449759,-2140141508,"3c",NA,5000,5000,5000,"36 months","13.65%",170.04,"C","C1","Driver","10+ years","MORTGAGE",60000,"Verified","May-2014","Fully Paid","n",NA,"","home_improvement","Home improvement","631xx","MO",21.18,0,"Nov-2000",0,NA,NA,8,0,4841,"44%",15,"f",0,0,6129.917862322,6129.92,5000,1129.92,0,0,0,"Jun-2017",8.48,"","Jun-2017",0,44,1,"Individual",NA,NA,"",0,214,24284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10925,NA,NA,NA,2,3035,2192,60,0,0,74,161,23,7,0,34,NA,12,NA,0,3,6,7,8,4,6,11,6,8,NA,0,0,1,93,33.3,0,0,37273,25103,6575,26348,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"735622",735622,4127820,-2140141505,"2016Q2",NA,8325,8325,8325,"36 months","23.32%",323.65,"E","E3","Music Director","10+ years","MORTGAGE",26000,"Source Verified","Apr-2016","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","973xx","OR",34.95,0,"May-2000",1,NA,NA,19,0,20141,"59.8%",19,"f",0,0,9249.3700000532,9249.37,8325,924.37,0,0,0,"Nov-2016",7652.69,"","Nov-2016",0,NA,1,"Individual",NA,NA,"",0,0,37264,3,NA,1,1,10,1661,83,3,8,5112,61,33700,0,0,1,9,1961,5165,72.5,0,0,10,191,2,2,1,2,NA,3,NA,0,9,16,9,9,1,17,17,16,19,0,0,0,4,100,44.4,0,0,64353,21802,18800,2000,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"61351",61351,3525499,-2140141507,"3d",NA,20000,20000,20000,"60 months","12.59%",450.88,"C","C2","electrician","10+ years","MORTGAGE",120000,"Not Verified","Dec-2015","Charged Off","n",NA,"","home_improvement","Home improvement","078xx","NJ",13.15,0,"Dec-2004",1,78,NA,16,0,10881,"49%",23,"w",0,0,4022.95,4022.95,2262.73,1760.22,0,0,0,"Sep-2016",450.88,"","Feb-2017",0,NA,1,"Individual",NA,NA,"",0,0,257611,2,NA,1,1,5,27206,58,2,5,5184,55,22200,2,0,5,7,18401,1549,81.8,0,0,114,132,6,5,1,6,78,0,78,0,4,6,4,8,5,12,17,6,16,0,0,0,4,95.7,50,0,0,291548,38087,8500,47048,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"207917",207917,3834346,-2140141507,"3d",NA,10000,10000,10000,"36 months","16.99%",356.48,"D","D3","RN","9 years","OWN",45000,"Not Verified","Apr-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","667xx","KS",16.35,0,"Aug-1989",0,26,NA,8,0,9621,"75.3%",17,"f",0,0,1763.52,1763.52,1105.34,658.18,0,0,0,"Sep-2015",356.48,"","Nov-2017",0,68,1,"Individual",NA,NA,"",0,0,19462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12769,NA,NA,NA,6,2433,61,98.5,0,0,47,308,5,5,0,39,68,16,68,3,1,6,1,7,4,7,13,6,8,0,0,0,4,76.5,100,0,0,22812,19462,4200,10043,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"116172",116172,3653314,-2140141507,"3d",NA,11200,11200,11200,"36 months","10.99%",366.63,"B","B4","Medical Sales Representative","2 years","RENT",88000,"Source Verified","Sep-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","160xx","PA",7.04,0,"Jul-1989",0,72,51,5,1,2552,"41%",8,"w",0,0,4925.03,4925.03,3036.1,1032.11,18.33,838.49,150.9282,"Sep-2016",751.59,"","Feb-2017",0,69,1,"Individual",NA,NA,"",0,0,17267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6200,NA,NA,NA,4,3453,1100,94,0,0,150,314,10,10,0,18,NA,19,NA,0,2,4,2,2,3,4,5,3,5,NA,0,0,1,88,100,1,0,30975,17267,2200,24775,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"333500",333500,3359685,-2140141508,"3c",NA,18000,18000,17975,"36 months","11.67%",595.03,"B","B4","Operations Manager","9 years","RENT",82000,"Source Verified","Sep-2014","Fully Paid","n",NA,"","credit_card","Credit card refinancing","908xx","CA",22.49,2,"Oct-2000",0,7,NA,10,0,10327,"94.7%",20,"f",0,0,21402.7026165148,21372.98,18000,3402.7,0,0,0,"Jul-2017",1170.71,"","Aug-2017",0,7,1,"Individual",NA,NA,"",0,0,47333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10900,NA,NA,NA,2,4733,136,98.1,0,0,144,166,86,22,0,86,NA,NA,18,0,2,3,2,4,12,3,8,3,10,0,0,1,0,90,100,0,0,73205,47333,7000,62305,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"664617",664617,3229636,-2140141509,"3b",NA,24000,24000,24000,"36 months","8.90%",762.08,"A","A5","Regional orthopedics","10+ years","RENT",125000,"Not Verified","Dec-2012","Charged Off","n",NA,"","credit_card","cards","103xx","NY",12.64,0,"Jan-1996",0,44,NA,13,0,26028,"72.9%",29,"w",0,0,21454.4700000001,21454.47,17366.38,3201.54,76.196032180009,810.36,145.4778,"Mar-2015",762.08,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,0,48467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35700,NA,NA,NA,3,4406,7772,77,0,0,79,206,7,7,4,7,44,7,44,0,6,6,7,13,6,11,19,6,13,0,0,0,1,92,57.1,0,0,69529,48467,33800,33829,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"126435",126435,3675363,-2140141507,"3d",NA,17000,17000,16950,"60 months","12.29%",380.66,"C","C1","System Analyst","10+ years","MORTGAGE",120000,"Source Verified","Aug-2015","Fully Paid","n",NA,"","home_improvement","Home improvement","982xx","WA",33.68,0,"Feb-2004",0,66,NA,13,0,29084,"81.2%",36,"w",0,0,19935.106673978,19876.47,17000,2935.11,0,0,0,"Apr-2017",13094.84,"","Nov-2017",0,66,1,"Individual",NA,NA,"",0,80,111167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35800,NA,NA,NA,4,8551,623,95.9,0,0,125,138,8,6,3,8,66,1,66,1,2,5,3,8,20,6,12,5,13,0,0,0,2,88.9,66.7,0,0,150884,94195,15300,71702,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"522581",522581,4386819,-2140141502,"2017Q1",NA,10000,10000,10000,"36 months","30.89%",429.41,"G","G3","sr. business analyst","10+ years","RENT",63828,"Verified","Mar-2017","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","454xx","OH",27.9,0,"Dec-2005",0,NA,NA,11,0,12334,"83.9%",13,"f",0,0,10068.6466666767,10068.65,10000,68.65,0,0,0,"Apr-2017",10102.97,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,44833,1,NA,4,4,3,32499,73,1,1,2808,76,14700,1,1,2,5,4076,616,92.5,0,0,68,135,11,3,0,63,NA,8,NA,0,4,6,4,4,7,6,6,6,11,0,0,0,5,100,100,0,0,59046,44833,8200,44346,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"219636",219636,3855471,-2140141507,"3d",NA,15000,15000,15000,"60 months","18.84%",387.79,"E","E2","shop manager","4 years","MORTGAGE",45000,"Source Verified","Mar-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","922xx","CA",36.39,1,"Aug-2006",1,9,NA,7,0,6566,"62.5%",16,"w",0,0,6314.87,6314.87,2177.43,2848.14,0,1289.3,232.074,"Apr-2016",387.79,"","Nov-2016",0,16,1,"Individual",NA,NA,"",0,0,62192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,NA,7,8885,3934,62.5,0,0,103,91,16,7,0,16,47,0,47,1,3,3,3,5,10,3,5,3,7,0,0,1,2,87.5,33.3,0,0,72059,62192,10500,60645,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"111903",111903,3644017,-2140141507,"3d",NA,10000,10000,10000,"36 months","9.17%",318.79,"B","B2","Paralegal","6 years","OWN",75000,"Verified","Oct-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","211xx","MD",7.63,0,"Jun-2000",2,61,73,22,1,8414,"20.2%",53,"w",0,0,11026.7595504429,11026.76,10000,1026.76,0,0,0,"Feb-2017",6219.44,"","Nov-2017",0,61,1,"Individual",NA,NA,"",0,0,288373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41600,NA,NA,NA,17,13108,14120,26.5,0,0,145,183,6,1,1,6,NA,0,NA,2,4,10,7,17,12,19,40,11,22,0,0,0,10,94.7,14.3,1,0,328511,49725,19200,40458,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"149017",149017,3722853,-2140141507,"3d",NA,11600,11600,11600,"36 months","7.26%",359.56,"A","A4","HQ Admin Manager","6 years","MORTGAGE",77244,"Source Verified","Jul-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","958xx","CA",15.46,0,"Dec-1990",1,NA,NA,9,0,29542,"37.3%",29,"w",0,0,11628.08,11628.08,11600,28.08,0,0,0,"Aug-2015",11632.76,"","Mar-2017",0,NA,1,"Individual",NA,NA,"",0,0,318406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79300,NA,NA,NA,6,35378,38949,32.6,0,0,160,295,9,2,6,25,NA,3,NA,0,2,4,3,12,4,7,19,4,9,0,0,0,3,100,0,0,0,376334,41106,57800,19734,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"270322",270322,3282813,-2140141508,"3c",NA,10000,10000,10000,"36 months","12.39%",334.01,"C","C1","Buyer","3 years","RENT",55400,"Not Verified","Dec-2014","Fully Paid","n",NA,"","moving","Moving and relocation","276xx","NC",19.99,0,"May-2006",1,NA,NA,19,0,494,"3.1%",25,"f",0,0,10308.02,10308.02,10000,308.02,0,0,0,"Mar-2015",9653.77,"","Mar-2015",0,NA,1,"Individual",NA,NA,"",0,0,39335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000,NA,NA,NA,4,2314,4500,0,0,0,103,90,3,3,0,26,NA,3,NA,0,0,1,3,4,12,11,13,1,19,0,0,0,2,100,0,0,0,69493,39335,4500,53493,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"166210",166210,3756703,-2140141507,"3d",NA,10000,10000,10000,"36 months","6.89%",308.27,"A","A3","police r","10+ years","MORTGAGE",67800,"Not Verified","Jun-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","641xx","MO",21.22,0,"Nov-1996",0,29,NA,10,0,5427,"32.1%",32,"w",0,0,10888.164921896,10888.16,10000,888.16,0,0,0,"Apr-2017",4726.59,"","Mar-2017",0,38,1,"Individual",NA,NA,"",0,0,158986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16900,NA,NA,NA,5,17665,8347,37.2,0,0,223,117,8,8,3,8,79,10,79,2,2,4,3,6,16,6,13,4,10,0,0,0,2,87.1,33.3,0,0,192881,78782,13300,74231,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"505059",505059,4028919,-2140141506,"2016Q1",NA,10000,10000,10000,"36 months","10.75%",326.21,"B","B4","Branch manager","9 years","MORTGAGE",81500,"Source Verified","Feb-2016","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","273xx","NC",16.91,0,"Mar-2007",3,61,60,19,3,10172,"34.1%",28,"w",0,0,11228.1240865847,11228.12,10000,1228.12,0,0,0,"Aug-2017",3655.68,"","Aug-2017",0,73,1,"Individual",NA,NA,"",0,150,26622,0,NA,0,1,16,16450,83,3,4,7382,54,29800,0,0,3,5,1664,7172,54.3,0,0,100,107,10,10,0,11,61,4,61,2,2,4,4,10,3,18,25,4,19,0,0,0,3,82.1,50,2,0,49619,26622,15700,19819,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"429274",429274,3467623,-2140141508,"3c",NA,23575,23575,23575,"60 months","14.64%",556.41,"C","C3","TRUCK DRIVER","10+ years","MORTGAGE",70000,"Source Verified","Apr-2014","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","757xx","TX",16.22,0,"Dec-1986",1,63,NA,10,0,25185,"72.8%",22,"w",0,0,21143.58,21143.58,12896.29,8247.29,0,0,0,"Jun-2017",556.41,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,90844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34600,NA,NA,NA,5,9084,3932,45.4,0,0,175,98,2,2,4,3,63,2,63,0,2,7,2,8,3,7,15,7,10,0,0,0,4,95,0,0,0,154084,41669,7200,16384,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"226701",226701,3867802,-2140141507,"3d",NA,35000,35000,35000,"60 months","18.84%",904.85,"E","E2","Software Engineer","10+ years","MORTGAGE",160000,"Verified","Mar-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","277xx","NC",9.45,3,"Nov-1989",0,4,NA,10,0,36052,"91.5%",18,"f",0,0,20081.82,20081.82,7796.12,9469.3,0,2816.4,506.9519999958,"Oct-2016",904.85,"","Apr-2017",0,NA,1,"Individual",NA,NA,"",0,0,262663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39400,NA,NA,NA,0,26266,242,99.1,0,0,120,303,34,34,4,174,NA,12,4,0,2,6,2,3,3,7,11,6,10,0,0,0,0,77.8,100,0,0,290578,51775,26100,13148,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"282675",282675,3299839,-2140141508,"3c",NA,12000,12000,12000,"60 months","13.66%",277.11,"C","C3","Motion Picture Propmaker","10+ years","MORTGAGE",90000,"Not Verified","Nov-2014","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","935xx","CA",9.07,0,"Nov-2004",0,39,NA,6,0,4146,"50%",13,"w",0,0,7993.72,7993.72,4222.29,2964.36,0,807.07,145.2726,"Jan-2017",277.11,"","Jul-2017",0,39,1,"Individual",NA,NA,"",0,0,298464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8300,NA,NA,NA,3,49744,34,98.3,0,0,113,120,38,19,5,120,NA,0,NA,2,1,3,1,1,4,3,4,3,6,0,0,0,0,84.6,100,0,0,320365,27548,2000,31565,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"262126",262126,3926741,-2140141507,"3d",NA,15000,15000,15000,"36 months","16.49%",531,"D","D3","key operator","4 years","RENT",45000,"Source Verified","Jan-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","606xx","IL",10.05,0,"Aug-2007",3,NA,NA,19,0,8891,"51.1%",26,"f",0,0,15902.73,15902.73,15000,902.73,0,0,0,"May-2015",14323.47,"","Jan-2017",0,NA,1,"Individual",NA,NA,"",0,0,13993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17400,NA,NA,NA,10,777,1979,65.3,0,0,88,77,4,4,0,7,NA,1,NA,0,3,7,6,6,8,15,18,7,19,0,0,0,5,100,60,0,0,25400,13993,5700,8000,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"419834",419834,3457075,-2140141508,"3c",NA,8000,8000,8000,"36 months","12.99%",269.52,"B","B5","supervisor","4 years","RENT",39000,"Source Verified","Apr-2014","Fully Paid","n",NA,"","credit_card","Credit card refinancing","113xx","NY",17.42,0,"Oct-2009",0,27,NA,11,0,5707,"62%",14,"f",0,0,9721.9519068355,9721.95,8000,1721.95,0,0,0,"May-2017",269.22,"","Nov-2017",0,27,1,"Individual",NA,NA,"",0,0,15469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9200,NA,NA,NA,8,1406,2790,61.2,0,0,23,54,7,7,0,7,NA,8,27,0,8,10,8,9,2,10,12,10,11,0,0,0,3,92.9,25,0,0,21751,15469,7200,12551,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"94690",94690,3605310,-2140141507,"3d",NA,15000,15000,15000,"36 months","10.99%",491.01,"B","B4","Controller","10+ years","MORTGAGE",70000,"Not Verified","Oct-2015","Charged Off","n",NA,"","credit_card","Credit card refinancing","945xx","CA",20.36,0,"Jan-2005",1,57,NA,12,0,17859,"30.4%",16,"w",0,0,8902.98,8902.98,6063.92,1783.08,0,1055.98,190.0764,"Feb-2017",491.01,"","Nov-2017",0,57,1,"Individual",NA,NA,"",0,0,29530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58800,NA,NA,NA,6,2461,38791,28.3,0,0,49,129,6,6,0,6,57,6,57,3,7,9,8,10,2,10,14,9,12,0,0,0,1,75,62.5,0,0,89846,29530,54100,31046,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"603259",603259,3165254,-2140141509,"3b",NA,13750,13750,13725,"36 months","7.62%",428.47,"A","A3","Merck & Co Inc.","6 years","MORTGAGE",110000,"Verified","Jul-2013","Fully Paid","n",NA,"","credit_card","Debt Consolidation","088xx","NJ",34.65,0,"Dec-1990",0,NA,NA,24,0,54527,"47.4%",52,"f",0,0,15424.8675953564,15396.82,13750,1674.87,0,0,0,"Jul-2016",428.41,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,358779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115071,NA,NA,NA,6,17085,47129,51.2,0,0,77,275,9,9,3,9,NA,NA,NA,0,6,7,11,25,4,20,44,7,24,0,0,0,2,100,0,0,0,505071,123121,96571,115000,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"66134",66134,3537144,-2140141507,"3d",NA,19200,19200,19200,"60 months","20.99%",519.32,"E","E5","Service adviser","3 years","MORTGAGE",48000,"Verified","Dec-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","993xx","WA",27.55,0,"May-1998",0,49,NA,11,0,26055,"77.5%",35,"w",0,0,3612.85,3612.85,1353.76,2259.09,0,0,0,"Jul-2016",519.32,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,53198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33600,NA,NA,NA,6,4836,2260,91.1,0,0,149,211,12,9,5,12,NA,9,NA,0,3,5,5,11,7,9,20,7,11,0,0,0,3,97.1,80,0,0,62621,53198,25500,29021,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"323860",323860,3348521,-2140141508,"3c",NA,22950,22950,22950,"36 months","18.24%",832.47,"D","D5","Installer","4 years","RENT",50000,"Verified","Oct-2014","Charged Off","n",NA,"","credit_card","Credit card refinancing","908xx","CA",14.4,0,"Aug-2008",2,NA,NA,13,0,14943,"36.9%",15,"f",0,0,24068.86,24068.86,16723.91,6585.25,0,759.7,136.7459999974,"Feb-2017",832.47,"","Aug-2017",0,NA,1,"Individual",NA,NA,"",0,0,16911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40500,NA,NA,NA,5,1409,23138,36.4,0,0,30,73,1,1,0,1,NA,1,NA,0,6,7,7,8,2,10,12,7,13,0,0,0,3,100,0,0,0,45568,16911,36400,3641,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"234139",234139,3880822,-2140141507,"3d",NA,20000,20000,19900,"36 months","6.39%",611.98,"A","A2","Engineer","10+ years","MORTGAGE",85000,"Verified","Feb-2015","Fully Paid","n",NA,"","home_improvement","Home improvement","484xx","MI",11.94,0,"Jul-2004",1,NA,NA,15,0,4705,"5.9%",43,"f",0,0,20693.02,20589.55,20000,693.02,0,0,0,"Sep-2015",17028.24,"","Aug-2017",0,NA,1,"Individual",NA,NA,"",0,0,188697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,NA,NA,NA,6,13478,62195,7,0,0,127,122,7,3,2,7,NA,4,NA,0,3,3,7,15,16,11,25,3,15,0,0,0,5,100,0,0,0,272959,26192,66900,28959,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"38223",38223,4281545,-2140141503,"2016Q4",NA,8000,8000,8000,"36 months","5.32%",240.92,"A","A1","Dairy Manager","10+ years","MORTGAGE",45000,"Not Verified","Dec-2016","Fully Paid","n",NA,"","credit_card","Credit card refinancing","958xx","CA",18.75,0,"Sep-2004",0,NA,NA,12,0,10185,"27.7%",26,"f",0,0,8193.6091338187,8193.61,8000,193.61,0,0,0,"May-2017",7232.29,"","Jun-2017",0,NA,1,"Individual",NA,NA,"",0,1414,21579,0,NA,0,0,45,11394,43,2,4,4213,34,36800,0,0,1,5,1962,16932,34.4,0,0,130,147,7,7,2,7,NA,4,NA,0,4,6,6,10,4,11,20,6,12,0,0,0,2,100,20,0,0,63249,21579,25800,26449,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"463876",463876,3505655,-2140141508,"3c",NA,2875,2875,2875,"36 months","19.97%",106.81,"D","D5","AdmissionsRep","10+ years","MORTGAGE",48000,"Verified","Jan-2014","Fully Paid","n",NA,"","home_improvement","Home improvement","400xx","KY",27.48,1,"Apr-1995",1,9,NA,17,0,24480,"72.4%",27,"f",0,0,3844.7386998538,3844.74,2875,969.74,0,0,0,"Jan-2017",106.39,"","Feb-2017",0,NA,1,"Individual",NA,NA,"",0,286,250155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33800,NA,NA,NA,3,14715,1782,90.7,0,0,143,225,7,7,2,7,NA,5,NA,0,6,13,6,8,7,14,18,13,17,0,0,0,1,100,100,0,0,282147,37947,19100,24420,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"27859",27859,4240750,-2140141504,"2016Q3",NA,21000,21000,21000,"36 months","13.99%",717.63,"C","C3","Vice President","3 years","OWN",140000,"Verified","Jul-2016","Fully Paid","n",NA,"","credit_card","Credit card refinancing","945xx","CA",17.8,0,"Jan-2006",4,NA,69,16,1,5498,"31.2%",31,"w",0,0,23309.069878467,23309.07,21000,2309.07,0,0,0,"May-2017",16883.04,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,91240,0,NA,0,6,13,85742,74,3,3,3173,65,17600,2,4,6,9,7018,4502,55,0,0,126,118,8,8,0,10,NA,2,NA,0,2,2,4,14,10,10,21,2,14,0,0,0,3,100,25,1,0,130339,91240,10000,112739,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"605927",605927,3168104,-2140141509,"3b",NA,5000,5000,5000,"36 months","19.52%",184.6,"D","D4","Wendy's","< 1 year","RENT",45000,"Verified","Jul-2013","Fully Paid","n",NA,"","debt_consolidation","Bills","711xx","LA",27.76,0,"Dec-2002",4,NA,NA,14,0,20819,"58.2%",34,"f",0,0,6635.5000000005,6635.5,5000,1635.5,0,0,0,"Apr-2016",728.3,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,48892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35800,NA,NA,NA,4,4074,4259,77.2,0,0,128,119,4,1,0,21,NA,1,NA,0,3,8,3,7,13,12,19,8,14,0,0,0,2,100,66.7,0,0,65517,48892,18700,29717,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
